id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
5423.jpg,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Ant Kids Boy's Grey Blue Kidswear
26519.jpg,Men,Apparel,Bottomwear,Shorts,Navy Blue,Spring,2012.0,Casual,Arrow Sport Men Navy Blue Check Shorts
1880.jpg,Men,Apparel,Topwear,Tshirts,Black,Winter,2010.0,Casual,FIFA Mens World Cup Champions Black T-shirt
16724.jpg,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,Fila Men AbeII Black Sweater
46266.jpg,Women,Apparel,Topwear,Tunics,Blue,Summer,2012.0,Casual,109F Women Blue & Grey Printed Tunic
3727.jpg,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Lee Men's Orange Kansas City T-shirt
13090.jpg,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Sports,ADIDAS Men NBA Bold Yellow T-shirts
39764.jpg,Women,Apparel,Bottomwear,Trousers,Navy Blue,Summer,2012.0,Casual,Arrow Woman Navy Blue Trouser
37894.jpg,Women,Apparel,Bottomwear,Tights,Black,Summer,2012.0,Casual,Happy Socks Women Black & Grey Tights
51427.jpg,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Casual,Myntra Men Green Check Shirt
51847.jpg,Women,Apparel,Innerwear,Bra,Grey,Summer,2016.0,Casual,Bwitch Grey  Bra
7549.jpg,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2011.0,Sports,Nike Men Essenti Black Track Pant
17463.jpg,Women,Apparel,Innerwear,Bra,Black,Summer,2017.0,Casual,Beyouty Women Zena BR 01 Black Bra
28078.jpg,Men,Apparel,Innerwear,Trunk,White,Summer,2016.0,Casual,Jockey MC Men White Midway Classic Boxer Trunks 1101
29157.jpg,Boys,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,United Colors of Benetton Boys Hopeland Pink T-shirt
3789.jpg,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Basics Men White & Green Striped Polo T-shirt
4331.jpg,Unisex,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Tantra Kid's Unisex Naughty Crime Orange Kidswear
20016.jpg,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,United Colors of Benetton Women Printed Pink Top
52436.jpg,Women,Apparel,Loungewear and Nightwear,Nightdress,Red,Summer,2017.0,Casual,Red Rose Women Red Nightdress
57382.jpg,Women,Apparel,Innerwear,Briefs,Black,Winter,2015.0,Casual,Amante Women Pack of 2 Briefs PFCN03
